"Effective February 15, 2022 - freight prepaid is $600",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Part number, Size , February 15 2022 List ,Trade Net,Less than $600 Order,$600 or more order,Bulk Net Each, Bulk/ Pcs per pkg ,UPC Number 722170,,,,,
,,,,,,,,,,,,,
BITS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MAG357 NAIL BOMBER MOLYBDENUM COATED,,,,,,,,,,,,,
HEAVY DUTY SHIP AUGER BITS,,,,,,,,,,,,,
"8"" OAL x 5"" Twist Length",,,,,,,,,,,,,
417.PB2.20,"T20 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41716,,,,,
417.PB2.25,"T25 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41717,,,,,
417.PB2.27,"T27 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41718,,,,,
417.PB2.30,"T30 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41719,,,,,
417.PB2.40,"T40 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41720,,,,,
,,,,,,,,,,,,,
417.PB3.8,"T8 X 2-3/4"" ", $1.46 , $1.24 , $0.66 , $0.59 ,,20,41721,,,,,
417.PB3.10,"T10 X 2-3/4"" ", $1.46 , $1.24 , $0.66 , $0.59 ,,20,41722,,,,,
417.PB3.15,"T15 X 2-3/4"" ", $1.46 , $1.24 , $0.66 , $0.59 ,,20,41723,,,,,
417.PB3.20,"T20 X 2-3/4"" ", $1.46 , $1.24 , $0.66 , $0.59 ,,20,41724,,,,,
417.PB3.25,"T25 X 2-3/4"" ", $1.46 , $1.24 , $0.66 , $0.59 ,,20,41725,,,,,
417.PB3.27,"T27 X 2-3/4"" ", $1.46 , $1.24 , $0.66 , $0.59 ,,20,41726,,,,,
417.PB3.30,"T30 X 2-3/4"" ", $1.46 , $1.24 , $0.66 , $0.59 ,,20,41727,,,,,
417.PB3.40,"T40 X 2-3/4"" ", $1.46 , $1.24 , $0.66 , $0.59 ,,20,41728,,,,,
,,,,,,,,,,,,,
417.PB4.8,"T8 X 3-1/2"" ", $1.78 , $1.51 , $0.80 , $0.72 ,,20,41729,,,,,
417.PB4.10,"T10 X 3-1/2"" ", $1.78 , $1.51 , $0.80 , $0.72 ,,20,41730,,,,,
417.PB4.15,"T15 X 3-1/2"" ", $1.78 , $1.51 , $0.80 , $0.72 ,,20,41731,,,,,
417.PB4.20,"T20 X 3-1/2"" ", $1.78 , $1.51 , $0.80 , $0.72 ,,20,41732,,,,,
417.PB4.25,"T25 X 3-1/2"" ", $1.78 , $1.51 , $0.80 , $0.72 ,,20,41733,,,,,
417.PB4.27,"T27 X 3-1/2"" ", $1.78 , $1.51 , $0.80 , $0.72 ,,20,41734,,,,,
417.PB4.30,"T30 X 3-1/2"" ", $1.78 , $1.51 , $0.80 , $0.72 ,,20,41735,,,,,
417.PB4.40,"T40 X 3-1/2"" ", $1.78 , $1.51 , $0.80 , $0.72 ,,20,41736,,,,,
,,,,,,,,,,,,,
417.PB6.8,"T8 X 6"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,41737,,,,,
417.PB6.10,"T10 X 6"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,41738,,,,,
417.PB6.15,"T15 X 6"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,41739,,,,,
417.PB6.20,"T20 X 6"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,41740,,,,,
417.PB6.25,"T25 X 6"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,41741,,,,,
417.PB6.27,"T27 X 6"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,41742,,,,,
417.PB6.30,"T30 X 6"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,41743,,,,,
417.PB6.40,"T40 X 6"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,41744,,,,,
,,,,,,,,,,,,,
MAG 418-STAR INSERT BITS,,,,,,,,,,,,,
418.5.T30,"T30-1-1/4""  X  5/16"" SHANK", $1.45 , $1.24 , $0.65 , $0.59 ,,50,41801,,,,,
418.5.T40,"T40-1-1/4""  X  5/16"" SHANK", $1.45 , $1.24 , $0.65 , $0.59 ,,50,41802,,,,,
418.5.T45,"T45-1-1/4""  X  5/16"" SHANK", $1.45 , $1.24 , $0.65 , $0.59 ,,50,41803,,,,,
418.5.T50,"T50-1-1/4""  X  5/16"" SHANK", $1.45 , $1.24 , $0.65 , $0.59 ,,50,41804,,,,,
,,,,,,,,,,,,,
MAG418 - TAMPER RESISTANT STAR BITS,,,,,,,,,,,,,
418.5.TT40,"T-40 X 5/16"" SHANK  (TT40)", $1.78 , $1.51 , $0.80 , $0.72 ,,50,41805,,,,,
418.5.TT45,"T-45 X 5/16"" SHANK  (TT45)", $1.78 , $1.51 , $0.80 , $0.72 ,,50,41806,,,,,
418.5.TT50,"T-50 X 5/16"" SHANK  (TT50)", $1.78 , $1.51 , $0.80 , $0.72 ,,50,41807,,,,,
,,,,,,,,,,,,,
418.1.TT8,T-8  (TT8), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41808,,,,,
418.1.TT9,T-9  (TT9), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41809,,,,,
418.1.TT10,T-10  (TT10), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41810,,,,,
418.1.TT15,T-15  (TT15), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41811,,,,,
418.1.TT20,T-20  (TT20), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41812,,,,,
418.1.TT25,T-25  (TT25), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41813,,,,,
418.1.TT27,T-27  (TT27), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41814,,,,,
418.1.TT30,T-30  (TT30), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41815,,,,,
418.1.TT40,T-40  (TT40), $0.97 , $0.82 , $0.44 , $0.39 ,,50,41816,,,,,
,,,,,,,,,,,,,
418.2.TT8,"2""  T-8", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41817,,,,,
418.2.TT9,"2""  T-9", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41818,,,,,
418.2.TT10,"2""  T-10", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41819,,,,,
418.2.TT15,"2""  T-15", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41820,,,,,
418.2.TT20,"2""  T-20", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41821,,,,,
418.2.TT25,"2""  T-25", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41822,,,,,
418.2.TT27,"2""  T-27", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41823,,,,,
418.2.TT30,"2""  T-30", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41824,,,,,
418.2.TT40,"2""  T-40", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41825,,,,,
,,,,,,,,,,,,,
MAG418 - IMPACT TORSION PHILLIPS INSERT BIT,,,,,,,,,,,,,
418.IRB.11," #1 X 1""", $0.58 , $0.49 , $0.26 , $0.24 ,,50,41826,,,,,
418.IRB.12," #2 X 1""", $0.58 , $0.49 , $0.26 , $0.24 ,,50,41827,,,,,
418.IRB.13," #3 X 1""", $0.58 , $0.49 , $0.26 , $0.24 ,,50,41828,,,,,
418.IPB.21," #1 X 2""", $1.16 , $0.99 , $0.52 , $0.47 ,,50,41829,,,,,
418.IPB.22," #2 X 2""", $1.16 , $0.99 , $0.52 , $0.47 ,,50,41830,,,,,
418.IPB.23," #3 X 2""", $1.16 , $0.99 , $0.52 , $0.47 ,,50,41831,,,,,
,,,,,,,,,,,,,
MAG418 - IMPACT TORSION INSERT BIT,,,,,,,,,,,,,
418.ISB.11," #1 X 1"" SQUARE", $0.58 , $0.49 , $0.26 , $0.24 ,,50,41832,,,,,
418.ISB.12," #2 X 1"" SQUARE", $0.58 , $0.49 , $0.26 , $0.24 ,,50,41833,,,,,
418.ISB.13," #3 X 1"" SQUARE", $0.58 , $0.49 , $0.26 , $0.24 ,,50,41834,,,,,
418.ISP.21," #1 X 2"" SQUARE", $1.16 , $0.99 , $0.52 , $0.47 ,,50,41835,,,,,
418.ISP.22," #2 X 2"" SQUARE", $1.16 , $0.99 , $0.52 , $0.47 ,,50,41836,,,,,
418.ISP.23," #3 X 2"" SQUARE", $1.16 , $0.99 , $0.52 , $0.47 ,,50,41837,,,,,
,,,,,,,,,,,,,
418.ISB.T10,"T10  X  1"" STAR", $0.96 , $0.82 , $0.43 , $0.39 ,,50,41838,,,,,
418.ISB.T15,"T15  X  1"" STAR", $0.96 , $0.82 , $0.43 , $0.39 ,,50,41839,,,,,
418.ISB.T20,"T20  X  1"" STAR", $0.96 , $0.82 , $0.43 , $0.39 ,,50,41840,,,,,
418.ISB.T25,"T25  X  1"" STAR", $0.96 , $0.82 , $0.43 , $0.39 ,,50,41841,,,,,
418.ISB.T27,"T27  X  1"" STAR", $0.96 , $0.82 , $0.43 , $0.39 ,,50,41842,,,,,
418.ISB.T30,"T30  X  1"" STAR", $0.96 , $0.82 , $0.43 , $0.39 ,,50,41843,,,,,
418.IP2.T10,"T10  X  2"" STAR", $1.26 , $1.07 , $0.57 , $0.51 ,,50,41844,,,,,
418.IP2.T12,"T15  X  2"" STAR", $1.26 , $1.07 , $0.57 , $0.51 ,,50,41845,,,,,
418.IP2.T20,"T20  X  2"" STAR", $1.26 , $1.07 , $0.57 , $0.51 ,,50,41846,,,,,
418.IP2.T25,"T25  X  2"" STAR", $1.26 , $1.07 , $0.57 , $0.51 ,,50,41847,,,,,
418.IP2.T27,"T27  X  2"" STAR", $1.26 , $1.07 , $0.57 , $0.51 ,,50,41848,,,,,
418.IP2.T30,"T30  X  2"" STAR", $1.26 , $1.07 , $0.57 , $0.51 ,,50,41849,,,,,
,,,,,,,,,,,,,
418.IMS1.140,"1/4""X1-3/4"" MAGNETIC NUTSETTER", $4.20 , $3.57 , $1.89 , $1.70 ,,10,41850,,,,,
418.IMS1.560,"5/16""X1-3/4"" MAGNETIC NUTSETTER", $4.20 , $3.57 , $1.89 , $1.70 ,,10,41851,,,,,
418.IMS1.380,"3/8""X1-3/4"" MAGNETIC NUTSETTER", $4.86 , $4.13 , $2.19 , $1.97 ,,10,41852,,,,,
418.IMS1.716,"7/16""X1-3/4"" MAGNETIC NUTSETTER", $6.51 , $5.54 , $2.93 , $2.64 ,,10,41853,,,,,
418.IMS1.120,"1/2""X1-3/4"" MAGNETIC NUTSETTER", $6.51 , $5.54 , $2.93 , $2.64 ,,10,41854,,,,,
,,,,,,,,,,,,,
418.IMS3.140,"1/4""X2-9/16"" MAGNETIC NUTSETTER", $4.84 , $4.11 , $2.18 , $1.96 ,,10,41855,,,,,
418.IMS3.560,"5/16""X2-9/16"" MAGNETIC NUTSETTER", $4.84 , $4.11 , $2.18 , $1.96 ,,10,41856,,,,,
418.IMS3.380,"3/8""X2-9/16"" MAGNETIC NUTSETTER", $5.25 , $4.46 , $2.36 , $2.13 ,,10,41857,,,,,
418.IMS3.716,"7/16""X2-9/16"" MAGNETIC NUTSETTER", $6.93 , $5.89 , $3.12 , $2.80 ,,10,41858,,,,,
418.IMS3.120,"1/2""X2-9/16"" MAGNETIC NUTSETTER", $6.93 , $5.89 , $3.12 , $2.80 ,,10,41859,,,,,
,,,,,,,,,,,,,
MAG419 - STAINLESS MAGNETIC BIT HOLDER WITH RING,,,,,,,,,,,,,
419.BHR.02,"2"" ", $4.36 , $3.71 , $1.96 , $1.77 ,,10,41901,,,,,
419.BHR.03,"3"" ", $5.17 , $4.40 , $2.33 , $2.09 ,,10,41902,,,,,
419.BHR.04,"4"" ", $7.11 , $6.04 , $3.20 , $2.88 ,,10,41903,,,,,
419.BHR.06,"6"" ", $11.63 , $9.89 , $5.24 , $4.71 ,,10,41904,,,,,
419.BHR.08,"8"" ", $13.25 , $11.26 , $5.96 , $5.37 ,,10,41905,,,,,
419.BHR.10,"10"" ", $18.74 , $15.93 , $8.44 , $7.59 ,,10,41906,,,,,
419.BHR.12,"12"" ", $21.01 , $17.86 , $9.45 , $8.51 ,,10,41907,,,,,
419.BH.238,"2-3/8""", $3.12 , $2.65 , $1.40 , $1.26 ,,10,41917,,,,,
,,,,,,,,,,,,,
MAG419 - STAINLESS MAGNETIC BIT HOLDER WITH CAP,,,,,,,,,,,,,
419.BHC.03,"3"" ", $5.98 , $5.08 , $2.69 , $2.42 ,,10,41910,,,,,
419.BHC.06,"6"" ", $12.28 , $10.44 , $5.53 , $4.97 ,,10,41911,,,,,
419.BHC.08,"8"" ", $14.54 , $12.36 , $6.54 , $5.89 ,,10,41912,,,,,
419.BHC.10,"10"" ", $21.01 , $17.86 , $9.45 , $8.51 ,,10,41908,,,,,
419.BHC.12,"12""", $25.85 , $21.98 , $11.63 , $10.47 ,,10,41909,,,,,
,,,,,,,,,,,,,
MAG419 - QUICK CHANGE MAGNETIC BIT HOLDER,,,,,,,,,,,,,
419.BHQC.2,"2-3/8"" (PUSH TYPE)", $6.46 , $5.49 , $2.91 , $2.62 ,,10,41913,,,,,
419.BHQC.3,"3"" (PUSH TYPE)", $7.11 , $6.04 , $3.20 , $2.88 ,,10,41914,,,,,
419.HQC.6,"6"" X 1/4 HEX QUICK CHANGE EXT.", $11.63 , $9.89 , $5.24 , $4.71 ,,10,41916,,,,,
419.HQC.12,"12"" X 1/4 HEX QUICK CHANGE EXT.", $16.16 , $13.74 , $7.27 , $6.54 ,,10,41915,,,,,
,,,,,,,,,,,,,
MAG421-SCREW GUIDE MAGNETIC BIT HOLDER,,,,,,,,,,,,,
421.BHSG-3,"3"" ", $9.05 , $7.69 , $4.07 , $3.66 ,,10,42101,,,,,
421.BHSG-4,"4-3/4"" ", $11.31 , $9.61 , $5.09 , $4.58 ,,10,42102,,,,,
,,,,,,,,,,,,,
MAG422 -  DOUBLE END INSERT BITS,,,,,,,,,,,,,
422.P1P2,"2"" #1PHILLIPS x #2PHILLIPS COMBO BIT", $1.62 , $1.37 , $0.73 , $0.65 ,,20,42201,,,,,
422.P2P2,"2"" DOUBLE END #2 PHILLIP x #2 PHILLIP", $1.62 , $1.37 , $0.73 , $0.65 ,,20,42202,,,,,
422.P2S6,"2"" DOUBLE END #2 PHILLIP x 6 SLOT", $1.62 , $1.37 , $0.73 , $0.65 ,,20,42203,,,,,
422.P2S8,"2"" PHILLIPS #2 X 8MM SLOTTED COMBO BIT", $1.62 , $1.37 , $0.73 , $0.65 ,,20,42204,,,,,
422.Q1Q2,"2"" DOUBLE END #1 SQUARE x #2 SQUARE", $1.62 , $1.37 , $0.73 , $0.65 ,,20,42205,,,,,
,,,,,,,,,,,,,
ANCHOR KIT SETS,,,,,,,,,,,,,
 Kit contains 100 pieces each of anchors and #10x1 screws ,,,,,,,,,,,,,
480.6000RAS, Screw Ribbed Anchor Kit  , $10.50 , $8.93 , $4.73 , $4.25 ,,1,60001,,,,,
480.6001CAS, Scew Conical Anchor Kit  , $9.53 , $8.10 , $4.29 , $3.86 ,,1,60002,,,,,
,,,,,,,,,,,,,
Kit contains 50 pieces each of anchors and #2 Insert bit screws,,,,,,,,,,,,,
480.6010NAS, Nylon Anchor and Screws , $18.74 , $15.93 , $8.44 , $7.59 ,,1,60110,,,,,
480.6015ZAS, Zinc Anchors and Screws , $24.24 , $20.60 , $10.91 , $9.82 ,,1,60155,,,,,
,,,,,,,,,,,,,
MAG DISPLAY JAR,,,,,,,,,,,,,
C100.409PB2.2,"  100 -PC 2"" PHILIPS POWER BIT #2 ", $77.56 , $65.93 , $34.90 , $31.41 ,,100,40924,,,,,
C150.409PI1.2,"  150 -PC 1"" PHILIPS INSERT BIT #2 ", $58.17 , $49.44 , $26.18 , $23.56 ,,150,40925,,,,,
C150.409PR1.2,"  150 -PC 1"" REDUCED INSERT BIT #2 ", $58.17 , $49.44 , $26.18 , $23.56 ,,150,40926,,,,,
,,,,,,,,,,,,,
C150.416SQ1.2,"  150 -PC 1"" SQUARE DRIVE INSERT BIT #2 ", $72.72 , $61.81 , $32.72 , $29.45 ,,150,41617,,,,,
,,,,,,,,,,,,,
C50.407MS1.140,  50 -PC 1/4X1-3/4 MAGNETIC NUT SETTER , $137.35 , $116.75 , $61.81 , $55.63 ,,50,40751,,,,,
C50.407MS3.140,  50 -PC 1/4X2-9/16 MAGNETIC NUT SETTER , $161.60 , $137.36 , $72.72 , $65.45 ,,50,40752,,,,,
C50.407MS1.380,  50 -PC 3/8X1-3/4 MAGNETIC NUT SETTER , $161.60 , $137.36 , $72.72 , $65.45 ,,50,40753,,,,,
C50.407MS3.380,  50 -PC 3/8X2-9/16 MAGNETIC NUT SETTER , $177.75 , $151.08 , $79.99 , $71.99 ,,50,40754,,,,,
C50.407MS1.516,  50 -PC 5/16X1-3/4 MAGNETIC NUT SETTER , $137.35 , $116.75 , $61.81 , $55.63 ,,50,40755,,,,,
C50.407MS3.516,  50 -PC 5/16X2-9/16 MAGNETIC NUT SETTER , $161.60 , $137.36 , $72.72 , $65.45 ,,50,40756,,,,,
C25.407MS1.716,  25 -PC 7/16X1-3/4 MAGNETIC NUT SETTER , $145.43 , $123.62 , $65.44 , $58.90 ,,25,40757,,,,,
C25.407MS3.716,  25 -PC 7/16X2-9/16 MAGNETIC NUT SETTER , $153.51 , $130.48 , $69.08 , $62.17 ,,25,40758,,,,,
,,,,,,,,,,,,,
C25.419BHQC.03,"  25 -PC 3"" SS QUICK CHANGE BIT HOLDER  ", $161.60 , $137.36 , $72.72 , $65.45 ,,25,41918,,,,,
