Customer:,,,,,M & M ELECTRICAL SUPPLY COMPANY INC,,,,,,,,,,,,,,,,
Account Number:,,,,,,,,,,,,,,,,,,,,,
Agreement Number:,,,,,P51214A,,,,,,,,,,,,,,,,
Effective Date:,,,,,8/1/2022,,,,,,,,,,,,,,,,
x,,,,,Price shown in Column K is the Net Price after SPA discount per each. ,,,,,,,,,,,,,,,,
x,,,,,"Net price calculated using VPG discount off price sheet in effect.  Net prices expire with the cancellation date of the August 1, 2022 price sheet.",,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
Catalog No.,Stock,Shelf Ctn.,Breakable,UPC #,VPG,VPG % Disc, Net Dist. Price ,Calculated,Rounded SPA Price,Distributor Net Price Per Each,Product Description,,,,,,,,,,
MDA-6-1/4-R,S,5,Never,051712645362,O9,50.00%, $2.59 , $1.2950 ,$1.30 ,$1.30 ,MDA 6-1/4A  BUSS TD 5-IN BOX -R,,,,,,,,,,
MDA-6/10-R,S,5,Never,051712645379,O9,50.00%, $2.59 , $1.2950 ,$1.30 ,$1.30 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDA-6-R,S,5,Never,051712645355,O9,50.00%, $2.59 , $1.2950 ,$1.30 ,$1.30 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDA-7-R,S,5,Never,051712645386,O9,50.00%, $2.59 , $1.2950 ,$1.30 ,$1.30 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDA-8/10-R,S,5,Never,051712645409,O9,50.00%, $2.59 , $1.2950 ,$1.30 ,$1.30 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDA-8-R,S,5,Never,051712645393,O9,50.00%, $2.50 , $1.2500 ,$1.25 ,$1.25 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1-1/2-R,S,5,Never,051712652018,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1-1/4-R,S,5,Never,051712652025,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1/10-R,S,5,Never,051712652063,P1,50.00%, $4.47 , $2.2350 ,$2.24 ,$2.24 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1/100,S,5,Never,051712724258,P1,50.00%, $22.64 , $11.3200 ,$11.32 ,$11.32 ,BUSS SMALL DIMENSION FUSE SLOW BLOW,,,,,,,,,,
MDL-1/16-R,S,5,Never,051712652087,P1,50.00%, $4.47 , $2.2350 ,$2.24 ,$2.24 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1-2/10-R,S,5,Never,051712652032,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1/2-R,S,5,Never,051712652094,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1/32,S,5,Never,051712724265,P1,50.00%, $21.96 , $10.9800 ,$10.98 ,$10.98 ,BUSS SMALL DIMENSION FUSE SLOW BLOW,,,,,,,,,,
MDL-1/4-R,S,5,Never,051712652117,P1,50.00%, $2.22 , $1.1100 ,$1.11 ,$1.11 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1-6/10-R,S,5,Never,051712652049,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE SLOW BLOW,,,,,,,,,,
MDL-1-8/10-R,S,5,Never,051712652056,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1/8-R,S,5,Never,051712652124,P1,50.00%, $3.57 , $1.7850 ,$1.79 ,$1.79 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-1-R,S,5,Never,051712651998,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-10-R,S,5,Never,051712652131,P1,50.00%, $1.99 , $0.9950 ,$1.00 ,$1.00 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-12-R,S,5,Never,051712656566,P1,50.00%, $2.27 , $1.1350 ,$1.14 ,$1.14 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-15/100,S,5,Never,051712724302,P1,50.00%, $5.16 , $2.5800 ,$2.58 ,$2.58 ,BUSS SMALL DIMENSION FUSE SLOW BLOW,,,,,,,,,,
MDL-15-R,S,5,Never,051712656573,P1,50.00%, $2.27 , $1.1350 ,$1.14 ,$1.14 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-175/1000-R,N,5,Never,051712652148,P1,50.00%, $3.57 , $1.7850 ,$1.79 ,$1.79 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-2-1/2-R,S,5,Never,051712652162,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-2-1/4-R,S,5,Never,051712652179,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-2/10-R,S,5,Never,051712652193,P1,50.00%, $3.57 , $1.7850 ,$1.79 ,$1.79 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-2-8/10-R,S,5,Never,051712652186,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-2-R,S,5,Never,051712652155,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-20,S,5,Never,051712724593,P1,50.00%, $4.10 , $2.0500 ,$2.05 ,$2.05 ,"1/4"" X 1-1/4"" TIME DELAY GLASS - 20 AMP",,,,,,,,,,
MDL-20-R,S,5,Never,051712656580,P1,50.00%, $2.18 , $1.0900 ,$1.09 ,$1.09 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-25,S,5,Never,051712724609,P1,50.00%, $3.66 , $1.8300 ,$1.83 ,$1.83 ,"1/4"" X 1-1/4"" TIME DELAY GLASS - 25 AMP",,,,,,,,,,
MDL-3-1/2-R,S,5,Never,051712652216,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-3/10-R,S,5,Never,051712652230,P1,50.00%, $2.22 , $1.1100 ,$1.11 ,$1.11 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-3/16-R,S,5,Never,051712652247,P1,50.00%, $3.57 , $1.7850 ,$1.79 ,$1.79 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-3-2/10-R,S,5,Never,051712652223,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-3/4-R,S,5,Never,051712652261,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE SLOW BLOW,,,,,,,,,,
MDL-3/8-R,S,5,Never,051712652278,P1,50.00%, $2.22 , $1.1100 ,$1.11 ,$1.11 ,BUSS SMALL DIMENSION FUSE SLOW BLOW,,,,,,,,,,
MDL-3-R,S,5,Never,051712652209,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-30,S,5,Never,051712724616,P1,50.00%, $3.66 , $1.8300 ,$1.83 ,$1.83 ,"1/4"" X 1-1/4"" TIME DELAY GLASS - 30 AMP",,,,,,,,,,
MDL-35,N,5,Never,051712182676,P1,50.00%, $5.13 , $2.5650 ,$2.57 ,$2.57 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-4/10-R,S,5,Never,051712652292,P1,50.00%, $2.22 , $1.1100 ,$1.11 ,$1.11 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-4-R,S,5,Never,051712652285,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-40,S,5,Never,051712724685,P1,50.00%, $6.85 , $3.4250 ,$3.43 ,$3.43 ,BUSS SMALL DIMENSION FUSE SLOW BLOW,,,,,,,,,,
MDL-5-R,S,5,Never,051712652308,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-6-1/4-R,S,5,Never,051712652322,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-6/10-R,S,5,Never,051712652339,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-6-R,S,5,Never,051712652315,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-7-1/2-R,S,5,Never,051712652353,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-7/10-R,N,5,Never,051712652360,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-7-R,S,5,Never,051712652346,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-8/10-R,S,5,Never,051712652384,P1,50.00%, $1.70 , $0.8500 ,$0.85 ,$0.85 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-8-R,S,5,Never,051712652377,P1,50.00%, $1.62 , $0.8100 ,$0.81 ,$0.81 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MDL-9-R,S,5,Never,051712652391,P1,50.00%, $2.27 , $1.1350 ,$1.14 ,$1.14 ,BUSS SMALL DIMENSION FUSE,,,,,,,,,,
MEN.1,N,10,Never,782634520009,BQ,65.00%, $15.77 , $5.5195 ,$5.52 ,$5.52 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN.15,N,10,Never,782634520016,BQ,65.00%, $15.77 , $5.5195 ,$5.52 ,$5.52 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN.2,N,10,Never,782634520023,BQ,65.00%, $15.77 , $5.5195 ,$5.52 ,$5.52 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN.25,N,10,Never,782634520078,BQ,65.00%, $15.77 , $5.5195 ,$5.52 ,$5.52 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN.3,N,1,Never,782634520030,BQ,65.00%, $15.77 , $5.5195 ,$5.52 ,$5.52 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN.4,N,10,Never,782634520047,BQ,65.00%, $15.77 , $5.5195 ,$5.52 ,$5.52 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN.5,S,10,Never,782634520054,BQ,65.00%, $12.64 , $4.4240 ,$4.42 ,$4.42 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN.6,S,10,Never,782634520061,BQ,65.00%, $12.64 , $4.4240 ,$4.42 ,$4.42 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN.8,N,10,Never,782634520085,BQ,65.00%, $12.64 , $4.4240 ,$4.42 ,$4.42 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN1,S,10,Never,782634520108,BQ,65.00%, $11.95 , $4.1825 ,$4.18 ,$4.18 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN1.125,N,10,Never,782634520115,BQ,65.00%, $15.77 , $5.5195 ,$5.52 ,$5.52 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN1.25,N,10,Never,782634520122,BQ,65.00%, $14.09 , $4.9315 ,$4.93 ,$4.93 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN1.4,S,10,Never,782634520146,BQ,65.00%, $15.08 , $5.2780 ,$5.28 ,$5.28 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN1.5,S,10,Never,782634520153,BQ,65.00%, $15.93 , $5.5755 ,$5.58 ,$5.58 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN1.6,N,10,Never,782634520160,BQ,65.00%, $15.93 , $5.5755 ,$5.58 ,$5.58 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN1.8,N,10,Never,782634520184,BQ,65.00%, $14.53 , $5.0855 ,$5.09 ,$5.09 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN10,S,10,Never,782634521006,BQ,65.00%, $11.52 , $4.0320 ,$4.03 ,$4.03 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN12,S,10,Never,782634521204,BQ,65.00%, $12.28 , $4.2980 ,$4.30 ,$4.30 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN15,S,10,Never,782634521501,BQ,65.00%, $11.20 , $3.9200 ,$3.92 ,$3.92 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN2,S,10,Never,782634520207,BQ,65.00%, $10.90 , $3.8150 ,$3.82 ,$3.82 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN2.25,N,10,Never,782634520214,BQ,65.00%, $14.03 , $4.9105 ,$4.91 ,$4.91 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN2.5,S,10,Never,782634520221,BQ,65.00%, $12.28 , $4.2980 ,$4.30 ,$4.30 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN2.8,N,10,Never,782634520238,BQ,65.00%, $14.53 , $5.0855 ,$5.09 ,$5.09 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN20,S,10,Never,782634522003,BQ,65.00%, $11.40 , $3.9900 ,$3.99 ,$3.99 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN25,S,10,Never,782634522508,BQ,65.00%, $12.96 , $4.5360 ,$4.54 ,$4.54 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN3,S,10,Never,782634520306,BQ,65.00%, $11.40 , $3.9900 ,$3.99 ,$3.99 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN3.2,N,10,Never,782634520320,BQ,65.00%, $11.54 , $4.0390 ,$4.04 ,$4.04 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN3.5,S,10,Never,782634520351,BQ,65.00%, $11.54 , $4.0390 ,$4.04 ,$4.04 ,L TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN30,S,10,Never,782634523000,BQ,65.00%, $11.40 , $3.9900 ,$3.99 ,$3.99 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN4,S,10,Never,782634520405,BQ,65.00%, $11.40 , $3.9900 ,$3.99 ,$3.99 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN4.5,N,10,Never,782634520450,BQ,65.00%, $14.53 , $5.0855 ,$5.09 ,$5.09 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN5,S,10,Never,782634520504,BQ,65.00%, $11.33 , $3.9655 ,$3.97 ,$3.97 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN5.6,N,10,Never,782634520566,BQ,65.00%, $15.34 , $5.3690 ,$5.37 ,$5.37 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN6,S,10,Never,782634520665,BQ,65.00%, $13.01 , $4.5535 ,$4.55 ,$4.55 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN6.25,N,10,Never,782634520641,BQ,65.00%, $12.25 , $4.2875 ,$4.29 ,$4.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN7,S,10,Never,782634520702,BQ,65.00%, $12.25 , $4.2875 ,$4.29 ,$4.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN8,S,10,Never,782634520801,BQ,65.00%, $12.04 , $4.2140 ,$4.21 ,$4.21 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEN9,N,10,Never,782634520900,BQ,65.00%, $15.34 , $5.3690 ,$5.37 ,$5.37 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.1,N,10,Never,782634512912,BQ,65.00%, $45.82 , $16.0370 ,$16.04 ,$16.04 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.125,N,10,Never,782634786177,BQ,65.00%, $46.18 , $16.1630 ,$16.16 ,$16.16 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.15,N,10,Never,782634786191,BQ,65.00%, $48.11 , $16.8385 ,$16.84 ,$16.84 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.2,N,10,Never,782634786214,BQ,65.00%, $46.18 , $16.1630 ,$16.16 ,$16.16 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.25,S,10,Never,782634786009,BQ,65.00%, $33.38 , $11.6830 ,$11.68 ,$11.68 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.3,N,10,Never,782634512929,BQ,65.00%, $46.18 , $16.1630 ,$16.16 ,$16.16 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.4,N,10,Never,782634512936,BQ,65.00%, $46.18 , $16.1630 ,$16.16 ,$16.16 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.5,S,10,Never,782634786221,BQ,65.00%, $32.22 , $11.2770 ,$11.28 ,$11.28 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ.6,N,10,Never,782634786016,BQ,65.00%, $34.78 , $12.1730 ,$12.17 ,$12.17 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ1,S,10,Never,782634786139,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ1.125,N,10,Never,782634786238,BQ,65.00%, $40.25 , $14.0875 ,$14.09 ,$14.09 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ1.25,N,10,Never,782634512943,BQ,65.00%, $37.29 , $13.0515 ,$13.05 ,$13.05 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ1.5,S,10,Never,782634786245,BQ,65.00%, $32.18 , $11.2630 ,$11.26 ,$11.26 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ1.6,N,10,Never,782634786115,BQ,65.00%, $32.18 , $11.2630 ,$11.26 ,$11.26 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ10,S,10,Never,782634786108,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ12,S,10,Never,782634786122,BQ,65.00%, $30.62 , $10.7170 ,$10.72 ,$10.72 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ15,S,10,Never,782634786153,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ2,S,10,Never,782634786023,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ2.25,N,10,Never,782634786252,BQ,65.00%, $38.67 , $13.5345 ,$13.53 ,$13.53 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ2.5,S,10,Never,782634786269,BQ,65.00%, $32.18 , $11.2630 ,$11.26 ,$11.26 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ20,S,10,Never,782634786351,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ25,S,10,Never,782634786658,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ3,S,10,Never,782634786276,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ3.2,N,10,Never,782634786054,BQ,65.00%, $32.18 , $11.2630 ,$11.26 ,$11.26 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ3.5,S,10,Never,782634786030,BQ,65.00%, $34.60 , $12.1100 ,$12.11 ,$12.11 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ30,S,10,Never,782634786764,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ4.5,N,10,Never,782634786283,BQ,65.00%, $37.29 , $13.0515 ,$13.05 ,$13.05 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ5,S,10,Never,782634786207,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ5.6,N,10,Never,782634786306,BQ,65.00%, $37.29 , $13.0515 ,$13.05 ,$13.05 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ6,S,10,Never,782634786061,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,L TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ6.25,N,1,Never,782634786313,BQ,65.00%, $39.47 , $13.8145 ,$13.81 ,$13.81 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ7,S,10,Never,782634786078,BQ,65.00%, $32.18 , $11.2630 ,$11.26 ,$11.26 ,L TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ8,S,10,Never,782634786085,BQ,65.00%, $29.40 , $10.2900 ,$10.29 ,$10.29 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MEQ9,N,10,Never,782634786092,BQ,65.00%, $39.47 , $13.8145 ,$13.81 ,$13.81 ,UL TIME DELAY MIDGET FUSE,,,,,,,,,,
MID.1,N,10,Never,782634713357,EU,50.00%, $39.28 , $19.6400 ,$19.64 ,$19.64 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID.2,N,10,Never,782634713371,EU,50.00%, $37.68 , $18.8400 ,$18.84 ,$18.84 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID.3,N,10,Never,782634713388,EU,50.00%, $37.59 , $18.7950 ,$18.80 ,$18.80 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID.4,N,10,Never,782634713395,EU,50.00%, $39.28 , $19.6400 ,$19.64 ,$19.64 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID.5,N,10,Never,782634713401,EU,50.00%, $33.72 , $16.8600 ,$16.86 ,$16.86 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID.6,N,10,Never,782634713418,EU,50.00%, $38.02 , $19.0100 ,$19.01 ,$19.01 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID.8,N,10,Never,782634713425,EU,50.00%, $35.41 , $17.7050 ,$17.71 ,$17.71 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID1,N,10,Never,782634713432,EU,50.00%, $30.45 , $15.2250 ,$15.23 ,$15.23 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID1.125,N,10,Never,782634713449,EU,50.00%, $32.58 , $16.2900 ,$16.29 ,$16.29 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID1.4,N,10,Never,782634713463,EU,50.00%, $37.59 , $18.7950 ,$18.80 ,$18.80 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID1.5,N,10,Never,782634713746,EU,50.00%, $36.04 , $18.0200 ,$18.02 ,$18.02 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID1.6,N,10,Never,782634713470,EU,50.00%, $33.46 , $16.7300 ,$16.73 ,$16.73 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID1.8,N,10,Never,782634713487,EU,50.00%, $36.04 , $18.0200 ,$18.02 ,$18.02 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID10,N,10,Never,782634713647,EU,50.00%, $31.26 , $15.6300 ,$15.63 ,$15.63 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID12,N,10,Never,782634713654,EU,50.00%, $40.04 , $20.0200 ,$20.02 ,$20.02 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID15,N,10,Never,782634713661,EU,50.00%, $38.50 , $19.2500 ,$19.25 ,$19.25 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID2,N,10,Never,782634713494,EU,50.00%, $32.77 , $16.3850 ,$16.39 ,$16.39 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID2.5,N,10,Never,782634713708,EU,50.00%, $40.32 , $20.1600 ,$20.16 ,$20.16 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID20,N,10,Never,782634713678,EU,50.00%, $41.95 , $20.9750 ,$20.98 ,$20.98 ,UL TIME-DELAY PIN INDICAT,,,,,,,,,,
MID25,N,10,Never,782634713685,EU,50.00%, $41.95 , $20.9750 ,$20.98 ,$20.98 ,UL TIME-DELAY PIN INDICAT,,,,,,,,,,
MID3,N,10,Never,782634713531,EU,50.00%, $33.59 , $16.7950 ,$16.80 ,$16.80 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID3.2,N,10,Never,782634713548,EU,50.00%, $41.95 , $20.9750 ,$20.98 ,$20.98 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID30,N,10,Never,782634713692,EU,50.00%, $41.95 , $20.9750 ,$20.98 ,$20.98 ,UL TIME-DELAY PIN INDICAT,,,,,,,,,,
MID4,N,10,Never,782634713562,EU,50.00%, $40.32 , $20.1600 ,$20.16 ,$20.16 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID5,N,10,Never,782634713586,EU,50.00%, $32.77 , $16.3850 ,$16.39 ,$16.39 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID6,N,10,Never,782634713609,EU,50.00%, $40.32 , $20.1600 ,$20.16 ,$20.16 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID6.25,N,10,Never,782634713616,EU,50.00%, $40.04 , $20.0200 ,$20.02 ,$20.02 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID7,N,10,Never,782634713623,EU,50.00%, $38.50 , $19.2500 ,$19.25 ,$19.25 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID8,N,10,Never,782634713630,EU,50.00%, $38.50 , $19.2500 ,$19.25 ,$19.25 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MID9,N,10,Never,782634713715,EU,50.00%, $40.04 , $20.0200 ,$20.02 ,$20.02 ,UL TIME DELAY PIN INDICAT,,,,,,,,,,
MOL.5,N,10,Never,782634320326,BJ,50.00%, $12.77 , $6.3850 ,$6.39 ,$6.39 ,MIDGET 250V FAST-ACTING,,,,,,,,,,
MOL1,S,10,Never,782634320012,BJ,50.00%, $8.44 , $4.2200 ,$4.22 ,$4.22 ,UL FAST ACTING MIDGET FUS,,,,,,,,,,
MOL1.5,S,10,Never,782634320319,BJ,50.00%, $12.77 , $6.3850 ,$6.39 ,$6.39 ,MIDGET 250V FAST-ACTING,,,,,,,,,,
MOL10,S,10,Never,782634320104,BJ,50.00%, $7.10 , $3.5500 ,$3.55 ,$3.55 ,UL FAST ACTING MIDGET FUS,,,,,,,,,,
